name,latitude,longitude
Serpil Eczanesi,41.0251901,28.8731871
Çelikel Eczanesi,41.0096372,28.8695109
Çiğdem Eczanesi,40.9758815,29.2656152
Çiftçiler Eczanesi,41.0271670,28.8816801
Ömerli Eczanesi,41.0788930,29.3337866
Güneş Eczanesi,40.9758449,29.2650743
Deva Eczanesi,40.9757392,29.2656774
Biblos Eczanesi,40.9812205,28.7933868
Nimet Eczanesi,40.9812244,28.7930550
Erguvan Eczanesi,41.0395984,28.8252516
Güneşli Hürriyet Eczanesi,41.0315637,28.8281322
Emel Eczanesi,41.0312532,28.8279856
Güngör Eczanesi,41.0568610,28.6722553
Pharmaliz Eczanesi,41.0571059,28.6722973
Derya Eczanesi,40.9857458,28.7818568
Gülden Eczanesi,40.9867824,28.7844640
Çiğdem Eczanesi,41.0361051,28.8265954
İrem Güçlü Eczanesi,41.0591553,28.6680209
Akbatı Eczanesi,41.0561073,28.6668566
İstanbul Eczanesi,41.0600801,28.6756648
Derman Eczanesi,41.0597109,28.6751279
Can Eczanesi,41.0638423,28.6675075
Akvaryum Eczanesi,40.9656294,28.7983159
Sağlık Eczanesi,40.9865218,28.7825569
İstoç Eczanesi,41.0657911,28.8247665
Sueda Eczanesi,41.0378170,28.8243430
Kırımlı Eczanesi,41.0341154,28.8264018
İstanbul Deniz Eczanesi,41.0325704,28.8269801
Bellis Eczanesi,41.0314392,28.8284285
Güneşli Alpan Eczanesi,41.0313293,28.8264740
Kadir Taş Eczanesi,41.0397751,28.8252889
Günaydın Eczanesi,41.0381679,28.8273113
Huzur Eczanesi,41.0326187,28.8296646
Deva Eczanesi,41.0313867,28.8275549
Deniz Eczanesi,41.0592905,28.6723943
Elit Eczanesi,41.0575707,28.6765422
Sevinç Şenel Özdemir Eczanesi,41.0569895,28.6721847
Esra Ilıca Eczanesi,41.0600154,28.7145174
Turan Eczanesi,41.0730132,28.7487474
Ezgi Eczanesi,41.0214384,28.8705769
Beyza Eczanesi,41.0671485,28.7335013
Su Eczanesi,41.0214681,28.8704150
Ispartakule Eczanesi,41.0647135,28.7143165
İjlal öner Eczanesi,41.0626983,28.7101571
Elif Karpuz Eczanesi,41.0578374,28.7147900
Gönderen Bahar Eczanesi,41.0213785,28.8707632
Ufuk Eczanesi,41.0205480,28.8679431
Furkan Eczanesi,41.0205580,28.8668624
Güler Eczanesi,41.0206371,28.8664670
Tahtakale Eczanesi,41.0617906,28.7268046
Bizim Eczane,41.0601696,28.7277836
Zencefil Eczanesi,41.0623899,28.7075919
Yeni İrem Eczanesi,41.0216599,28.8698643
Hayat eczanesi,41.0021324,28.9345436
Kuzguncuk Eczanesi,41.0354691,29.0302480
Sezi Eczanesi,41.0438277,29.0444284
Beylerbeyi Eczanesi,41.0442804,29.0457325
İncir Eczanesi,41.0372776,29.0626901
Büşra Eczanesi,41.0354243,29.0623590
Tuğba Eczanesi,41.0281995,29.0581309
Omay Eczanesi,41.0277241,29.0535025
Çamlıca Meydan Eczanesi,41.0218224,29.0621572
Kısıklı Merkez Eczanesi,41.0217865,29.0628015
Murat Eczanesi,41.0248407,29.0422040
Gültekin Eczanesi,41.0244470,29.0413655
Zeytindalı Eczanesi,40.9862123,29.0853443
Mavi Sahrayıcedit Eczanesi,40.9848908,29.0859893
Deniz Eczanesi,41.0358144,29.0297695
Nur Eczanesi,41.0349529,29.0304491
Ilgar Eczanesi,41.0394901,29.0517640
Kiraz Eczanesi,41.0365109,29.0616445
Dila Eczanesi,41.0276337,29.0580680
Sinem Eczanesi,41.0247338,29.0563885
Çamlıca Aslıhan Eczanesi,41.0248344,29.0571694
Yeni Sümer Eczanesi,41.0257486,29.0600320
Aylin Eczanesi,40.9868307,29.0818603
Ahmet Ferit Eczanesi,40.9845829,29.0879161
Güleşce Eczanesi,40.9841466,29.0877452
Barış Eczanesi,40.9842784,29.0861427
Bora Eczanesi,40.9835550,29.0850860
Çiçek Eczanesi,40.9838039,29.0841457
Tıbbi Kekik Eczanesi,40.9815058,29.0845013
Kamile Eczanesi,40.9814456,29.0819799
Esin Eczanesi,40.9784406,29.0834624
Anık Eczanesi,40.9778236,29.0852790
Alioğlu Eczanesi,40.9757085,29.0835338
Temel Eczanesi,41.0382481,29.0582967
Küplüce Eczanesi,41.0323417,29.0611303
Seden Eczanesi,40.9850283,29.0862475
Denizoğlu Eczanesi,40.9844450,29.0854835
Taniş Eczanesi,40.9758671,29.0844995
Sepkin Eczanesi,40.9806513,29.0835598
Burcu Eczanesi,41.0234495,29.0941684
Bilge Eczanesi,41.0232953,29.0962004
Esra Eczanesi,41.0240328,29.0980298
Numune Eczanesi,41.0249177,29.1016726
Ünal Eczanesi,41.0251430,29.1006050
İstiklal Eczanesi,41.0231011,29.1018459
Ceren Eczanesi,41.0206347,29.0921557
Candan Eczanesi,41.0133660,29.1004581
Nazlı Eczanesi,41.0108991,29.0955213
Gözde Eczanesi,41.0135266,29.0919320
Mustafa Kemal Eczanesi,41.0050157,29.0947837
Figen Eczanesi,41.0036132,29.0813496
Yılmaz Eczanesi,41.0057741,29.0819055
Sinem Eczanesi,41.0030390,29.0783729
Kaplan Eczanesi,41.0025148,29.0796576
Efsun Eczanesi,40.9986232,29.0805752
Mithatpaşa Eczanesi,41.0235679,29.1014445
Gürsu Eczanesi,41.0216410,29.0967011
Eser Eczanesi,41.0173321,29.0910775
Ümraniye Eczanesi,41.0173104,29.0938167
Yeni Büyük Eczanesi,41.0152090,29.1001260
Gonca Eczanesi,41.0148913,29.1035932
Aylin Eczanesi,41.0166331,29.1007926
Alp Eczanesi,41.0121175,29.0939097
Üstündağ Eczanesi,41.0039760,29.0934787
Gönül Eczanesi,41.0039941,29.0932270
Esatpaşa Bizim Eczanesi,41.0031029,29.0860009
Fikret Aygün Eczanesi,41.0031138,29.0849508
Serap Eczanesi,40.9906710,29.0488680
Aslı Eczanesi,40.9905099,29.0487865
Tülay Eczanesi,40.9902908,29.0490689
Karadeniz Eczanesi,40.9867251,29.0459564
Eylül Eczanesi,40.9918313,29.0908964
Watergarden Eczanesi,40.9982781,29.0977937
Maya Eczanesi,41.0000245,29.1008230
Çengelköy Güçlü Eczanesi,41.0525308,29.0756837
Bedia Eczanesi,41.0578216,29.0672587
Fatih Selim Eczanesi,41.0419625,29.0726199
Hasippaşa Eczanesi,41.0392881,29.0706781
Fulya Eczanesi,41.0316093,29.0753802
Eczane Büyük Çamlıca,41.0274549,29.0749571
Büyük Çamlıca Eczanesi,41.0272438,29.0747584
Bizim Eczanesi,41.0270808,29.0787064
Çevik Eczanesi,41.0272179,29.0796866
Sayge Filiz Eczanesi,41.0251641,29.0820115
Başak Eczanesi,41.0240677,29.0842809
Bayram Eczanesi,41.0240418,29.0882907
Sağlık Eczanesi,41.0239976,29.0907588
Yeni Sevgi Eczanesi,41.0236220,29.0931920
Ege Eczanesi,41.0217684,29.0984547
Eda Eczanesi,41.0148362,29.0903951
Yeni Sahra Eczanesi,40.9911170,29.0909128
Vitamin Eczanesi,40.9981971,29.1055873
Talimhane Eczanesi,41.0579136,29.0674311
Alev Eczanesi,41.0529637,29.0688199
Filiz Eczanesi,41.0526927,29.0684277
Meral Eczanesi,41.0420805,29.0736400
Safir Eczanesi,41.0245244,29.0811266
Aydın Eczanesi,41.0240147,29.0901794
Merve Eczanesi,41.0236060,29.1012385
Erguvan Eczanesi,41.0153645,29.1007148
Emre Eczanesi,41.0039141,29.0931676
Derin Eczanesi,41.0032684,29.0801845
Bulut Eczanesi,40.9917286,29.0555779
Gülçe Eczanesi,40.9938850,29.0502518
Emre Eczanesi,41.0527016,29.0684998
Dörtyol Deva Eczanesi,41.0165767,29.0946366
Evrim Eczanesi,41.0036239,29.0935960
Şafak Eczanesi,40.9854493,29.0483672
Sakarya Eczanesi,41.0162521,29.0954448
Şifa Eczanesi,41.0136526,29.0925980
Oğuz Eczanesi,41.0135231,29.0924578
Sürmelioğlu Eczanesi,41.0037599,29.0930886
Kuyubaşı Yaşam Eczanesi,40.9882610,29.0481948
Özel Eczanesi,40.9885805,29.0463891
Deva Eczanesi,40.9916194,29.0910600
Bahçelievler Eczanesi,41.0574357,29.0723093
Yeşim Eczanesi,41.0317180,29.0751419
Saygın Eczanesi,41.0279065,29.0745522
Nurdan Eczanesi,41.0276136,29.0749025
Sürmelioğlu Eczanesi,41.0271626,29.0747095
Büyük Eczane,41.0244132,29.0847428
Mineral Eczanesi,41.0246485,29.0841603
Karanfil Eczanesi,41.0250652,29.0839177
Çınar Eczanesi,41.0248461,29.0863233
Doğa Eczanesi,41.0034643,29.0939167
Duygu Eczanesi,41.0527479,29.0765191
Ömer Eczanesi,41.0237327,29.0824125
İsimsiz Eczane,41.0101117,29.1172668
Hayat Eczanesi,41.0269880,29.0302361
Safa Eczanesi,41.0320169,28.8607400
Özge Eczanesi,41.0353942,28.8795685
Burak Eczanesi,41.0276723,29.0349938
Kuruçeşme Eczanesi,41.0274126,29.0329281
Uğurlu Eczanesi,41.0279781,29.0300712
Çiğdem Eczanesi,41.0260071,29.0292395
Demirkale Eczanesi,41.0272321,29.0252746
Eser Eczanesi,41.0341039,28.8849655
İcadiye Eczanesi,41.0270055,29.0352025
Yeni Fıstıkağacı Eczanesi,41.0281021,29.0311605
Taşhan Eczanesi,41.0275740,29.0307373
May Eczanesi,41.0298600,28.8695221
Şazo Eczanesi,41.0358481,28.8840903
Sevinç Eczanesi,41.0353527,28.8857346
Ulutan Eczanesi,41.0272853,29.0336009
İrem Eczanesi,41.0271082,29.0253706
Merkez Şifa Eczanesi,41.0357695,28.8856329
Duygu Eczanesi,41.0636448,28.8629023
Ferda Eczanesi,41.0597416,28.8647512
Kent Eczanesi,41.0684388,28.8670563
Zafer Eczanesi,41.0547819,28.8601780
Polat Eczanesi,41.0547947,28.8598976
Ulu Eczanesi,41.0611431,28.8640956
Emek Eczanesi,41.0603908,28.8645943
Beydağı Eczanesi,41.0557353,28.8648332
Simay Eczanesi,41.0564493,28.8609648
Günay Eczanesi,41.0568083,28.8604306
Özlem Eczanesi,41.0590879,28.8646692
Tülin Eczanesi,41.1463042,29.0347356
Güneş Eczanesi,41.1461810,29.0341480
Şen Eczanesi,41.1416707,29.0485880
Büyük Eczanesi,41.1416951,29.0481928
Orçun Eczanesi,41.1417014,29.0479111
Efe Eczanesi,40.9861428,28.8964136
Sümer Sıhhat Eczanesi,40.9874370,28.8955302
Özgür Eczanesi,41.1454932,29.0329317
Koray Eczanesi,41.1457004,29.0327844
Zeytinburnu Doğa Eczanesi,40.9860778,28.8965884
Sevcan Eczanesi,40.9860712,28.8956781
Yeşiltepe Sina Eczanesi,40.9915725,28.8978360
Kafkaslı Eczanesi,41.0071942,29.1376010
Gülin Eczanesi,41.0067400,29.1359984
Çağan Eczanesi,41.1424747,29.0305788
Mis Eczanesi,41.1385801,29.0362052
Bizim Eczane,40.9876456,28.8998389
Karadeniz Eczanesi,40.9876647,28.9010209
Saadet Eczanesi,40.9876872,28.9002439
Gökkuşağı Eczanesi,41.1415418,29.0309521
Derman Eczanesi,41.1439033,29.0447857
Seyhun Eczanesi,40.9876588,28.9000426
Gözde Eczanesi,40.9861975,28.8955304
Zeytin Eczanesi,40.9911355,28.8983845
Turkuaz Eczanesi,41.0072400,29.1411973
Aziz Bulvarı Eczanesi,41.0081504,29.1382016
Selimpaşa Eczanesi,41.0557239,28.3675377
Sena Eczanesi,41.0069243,28.6437365
Seçkin Eczane,41.0032776,28.6435339
Yaşam Eczanesi,41.0555665,28.3677122
Deniz Erdem Eczanesi,41.0536403,28.3711785
Sönmez Eczanesi,41.0546380,28.3784939
Aysun Eczanesi,41.0031796,28.6428801
Bizim Eczane,41.0073626,28.6442041
Çalışkan Eczanesi,41.0679355,28.9035450
Tuna Eczanesi,41.0668811,28.9054401
Tınar Eczanesi,41.0641088,28.9064416
Çağatay Eczanesi,41.0635036,28.9060495
Sema Eczanesi,41.0628308,28.9056509
Erdi Eczanesi,41.0641876,28.9098519
Volkan Eczanesi,41.0614510,28.9114901
Şerefoğlu Eczanesi,41.0735274,28.9045809
Meydan Eczanesi,41.0736491,28.9037219
Dila Eczanesi,41.0716418,28.9014050
Hürriyet Eczanesi,41.0673903,28.9052668
Yeşil Rize Eczanesi,41.0713532,28.9014586
Esat Eczanesi,41.0646672,28.9047949
Sibel Eczanesi,41.0629021,28.9027530
Sağlık Eczanesi,41.0735432,28.9021015
Öztürk Eczanesi,41.0730911,28.9011785
Kent Eczanesi,41.0718448,28.9013774
Kök Eczanesi,40.8741052,29.2545184
Yeni Elvan Eczanesi,40.8736428,29.2544675
Tuna Eczanesi,40.8752306,29.2557569
Can Eczanesi,40.8759915,29.2560468
Sezer Eczanesi,40.8765879,29.2590917
Ayan Eczanesi,40.8738928,29.2601858
Ada Eczanesi,40.8735673,29.2601229
Saydele Eczanesi,40.8747490,29.2669322
Anadolu Eczanesi,40.8782576,29.2668820
Betül Eczanesi,40.8798050,29.2616003
Yeni Lokman Eczanesi,40.8743342,29.2553870
Deva Eczanesi,40.8755973,29.2553020
Şifa Eczanesi,40.8767944,29.2617309
Murat Eczanesi,40.8738348,29.2603039
Toprak Eczanesi,40.8721077,29.2641408
Karadeniz Eczanesi,40.8720076,29.2708363
Göksu İrem Eczanesi,40.8745517,29.2663623
Aysun Eczanesi,40.8790349,29.2618268
Gülden Eczanesi,40.8798750,29.2610857
Kaynarca Eczanesi,40.8787424,29.2707891
Elif Eczanesi,40.8786315,29.2715651
Erkut Eczanesi,40.8788407,29.2713007
Korkmaz Eczanesi,40.8787994,29.2711278
Naile Eczanesi,40.8745365,29.2547343
Nadir Eczanesi,40.8746552,29.2548272
Ay Eczanesi,40.8732068,29.2688029
Papatya Eczanesi,40.8721430,29.2702778
Hacettepe Eczanesi,40.8790881,29.2664754
Halk Eczanesi,40.8773280,29.2640733
Yaşam Eczanesi,40.8788183,29.2617715
İsimsiz Eczane,40.9173285,29.1362376
İsimsiz Eczane,40.9185533,29.1334768
İsimsiz Eczane,40.9186332,29.1333310
Ertem Eczanesi,41.0557308,28.7859059
Melik Eczanesi,40.8906411,29.2706986
Aydınlar Eczanesi,41.0560874,28.8695252
Nur Eczanesi,41.0589618,28.8692903
Berk Eczanesi,41.0386060,28.8722530
Bahadır Eczanesi,41.0488652,28.8681396
Gökçin Eczanesi,41.0493039,28.8673945
Deva Eczanesi,41.0508646,28.8661526
Park Eczanesi,41.0515831,28.8668133
Betül Geçer Eczanesi,41.0546284,28.8721917
Atışalanı Meydan Eczanesi,41.0558016,28.8696117
Havaalanı Eczanesi,41.0578448,28.8699023
Ülkü Eczanesi,41.0582167,28.8705494
Bahar Eczanesi,41.0544715,28.8716063
Feyza Eczanesi,41.0568264,28.8695772
Bakar Eczanesi,41.0560968,28.8697582
Su Eczanesi,41.0024001,28.7928651
Aysel Eczanesi,41.0048563,28.7948988
Şentürk Eczanesi,41.0044581,28.7918386
Balkan Eczanesi,41.0052475,28.7905154
Ayşegül Eczanesi,41.0007052,28.7933738
Hakan Eczanesi,41.0038888,28.7940851
Eren Eczanesi,41.0034341,28.7927041
Eda Eczanesi,40.9733570,29.1201100
Sevgi Eczanesi,40.9738173,29.1192691
Lale Eczanesi,40.9708278,29.1178304
Etiler Eczanesi,41.0923518,29.0278915
Sultangazi Eczanesi,41.1030915,28.8716573
Umut Eczanesi,41.0717151,28.9013887
Egeem Eczanesi,41.0699503,28.8976670
Bal Eczanesi,41.0688175,28.8995332
Nihal Eczanesi,41.0511959,28.9454783
Güleryüz Eczanesi,41.0433742,28.9507167
Ömür Eczanesi,41.0438775,28.9584107
Venezia Eczanesi,41.0811828,28.8784487
Alper Taşkın Eczanesi,41.0987368,28.8770268
Zümrüt Eczanesi,41.0983345,28.8768102
Seval Eczanesi,41.0981500,28.8794275
Nane Limon Eczanesi,41.0978589,28.8792857
Odak Eczanesi,41.1035810,28.8714957
Meleknur Eczanesi,41.0690888,28.8988368
Bademlik Sağlık Eczanesi,41.0513811,28.9451489
Halıcıoğlu Eczanesi,41.0499675,28.9496744
Gönül Eczanesi,41.0487340,28.9510326
Burç Eczanesi,41.0436694,28.9506398
Ruhan Eczanesi,41.0434905,28.9562623
Selin Eczanesi,41.0438212,28.9577585
Çevre Eczanesi,41.0454066,28.9447767
Zeynep Eczanesi,41.1003464,28.8794272
Arda Eczanesi,41.0697623,28.8975356
Pelin Eczanesi,41.0699315,28.8973875
Aytan Eczanesi,41.0700640,28.8974706
Olcay Eczanesi,41.0688299,28.8976118
Aydın Eczanesi,41.0499170,28.9498448
Efe Eczanesi,41.1020751,28.8823059
Selçuk Eczanesi,41.1023781,28.8815038
Esra Eczanesi,41.1085147,28.8731280
Cumhuriyet Eczanesi,41.0429520,28.9862668
Binnur Eczanesi,41.0785865,29.0030382
Esentepe Hülya Eczanesi,41.0782603,29.0080655
Konak Eczanesi,41.0426796,28.9862962
Elmadağ Eczanesi,41.0420027,28.9862576
Baran Eczanesi,41.0797596,29.0019516
Berktuğ Eczanesi,41.0788724,28.9983450
Mukadder Eczanesi,41.0796188,28.9949468
Şifa Eczanesi,41.0378314,28.9823886
Karaköy Eczanesi,41.0370094,28.9821048
Derman Eczanesi,41.0788320,29.0047168
Arzuman Eczanesi,41.0789015,28.9987928
Gültepe Eczanesi,41.0790705,28.9957826
Feyza Özcan Eczanesi,41.0766506,28.9960986
Şeker Eczanesi,40.9850679,29.1619541
Yaşam Eczanesi,40.9889613,29.1518651
Ülker Eczanesi,40.9885771,29.1487778
Görke Eczanesi,40.9712350,29.1295149
Berna Eczanesi,40.9856243,29.1624299
Atınç Eczanesi,40.9835670,29.1567920
Hikmet Eczanesi,40.9893275,29.1619608
Yenişehir Eczanesi,40.9888640,29.1480860
Saygın Eczanesi,40.9834980,29.1425927
Kırmzı Beyaz Eczanesi,40.9708006,29.1298592
Gün Eczanesi,40.9894009,29.1615757
Siteler Eczanesi,40.9893484,29.1538027
Müge Eczanesi,41.0154035,28.9324952
Yeni Süleymaniye Eczanesi,40.9962629,28.9151170
Gülsün Eczanesi,41.0147190,28.9338662
Kübra Eczanesi,41.0147912,28.9337220
Emek Eczanesi,41.0152828,28.9326967
Gönül Eczanesi,41.0137670,28.9342255
Çelen Eczanesi,41.0148949,28.9334378
Kardelen Eczanesi,41.0149178,28.9324715
Belgradkapı Eczanesi,41.0036530,28.9247765
Millet Eczanesi,41.0153439,28.9326292
Sebat Eczanesi,41.0154310,28.9324007
Çapa Derman Eczanesi,41.0154603,28.9322629
Sema Eczanesi,41.0146635,28.9276311
Efeoğlu Eczanesi,41.0150714,28.9331040
Altuğ Eczanesi,41.0152236,28.9328228
Nedim Erdinç Eczanesi,40.9808486,29.0226736
Bahariye Yavuz Eczanesi,40.9884635,29.0283894
Selen Eczanesi,40.9812845,29.0227305
Burcu Eczanesi,40.9844105,29.0242733
Nükhet Eczanesi,40.9849522,29.0277909
Murat Eczanesi,40.9849380,29.0275410
Birol,40.9842744,29.0244344
Mine Eczanesi,40.9856849,29.0249375
Kaptan Eczanesi,40.9856672,29.0254579
Zırhlıoğlu,40.9841182,29.0243449
Ertem Eczanesi,40.9848484,29.0245885
Ozan Eczanesi,40.9856396,29.0255728
Sabuncu Eczanesi,40.9885415,29.0268700
Tülay Eczanesi,40.9927625,29.0284072
Akdeniz Eczanesi,40.9927278,29.0287625
Güven Eczanesi,40.9931806,29.0286167
Gökçe Plaza Eczanesi,41.0307683,29.1113502
Oryapark Eczanesi,41.0323442,29.1102758
Ümraniye Sağlık Eczanesi,41.0343638,29.1098937
Selçuklu Eczanesi,41.0344872,29.1096748
Seçkin Eczanesi,41.0393719,29.1008268
Özgül Eczanesi,41.0441948,29.0990292
Vatan Eczanesi,41.0465196,29.1008528
İlkay Eczanesi,41.0435215,29.1037001
Al Eczanesi,41.0336685,29.1025428
Damla Eczanesi,41.0336274,29.1026876
Saadet Eczanesi,41.0320452,29.0961862
Kuzey Eczanesi,41.0286321,29.0911036
Berrin Eczanesi,41.0260183,29.0934133
Modern Eczanesi,41.0323958,29.1129228
Irmak Eczanesi,41.0439287,29.0992561
Hayal Eczanesi,41.0296496,29.0962481
Coşkun Eczanesi,41.0283171,29.0914782
Öncü Eczanesi,41.0281405,29.0915261
Akademi Eczanesi,41.0346713,29.1102388
Oktay Eczanesi,41.0271114,29.0918412
Yelda Eczanesi,41.0219971,29.0178343
Süer Eczanesi,41.0217485,29.0153945
Ülkü Eczanesi,41.0212036,29.0156904
Beyaz Eczanesi,41.0210251,29.0158130
Ayazma Eczanesi,41.0202273,29.0149536
Ferhan Eczanesi,41.0198661,29.0137835
Danış Eczanesi,41.0152465,29.0140338
Ada Eczanesi,41.0112691,29.0191221
Marmara Eczanesi,41.0110506,29.0176232
Kışla Eczanesi,41.0101933,29.0176262
Sümer Eczanesi,41.0210860,29.0169180
Kavak Eczanesi,41.0215006,29.0165896
Üsküdar Merkez Eczanesi,41.0208168,29.0155006
Atilla Kaplan Eczanesi,41.0201748,29.0148295
Erçin Bengisu Eczanesi,41.0201111,29.0147003
Handan Eczanesi,41.0184957,29.0117369
Merih Eczanesi,41.0162798,29.0149150
Marmaray Eczanesi,41.0224062,29.0156956
Fatoş Eczanesi,41.0128145,29.0161705
Ordu Eczanesi,41.0101343,29.0172552
Gül Eczanesi,41.0158453,29.0205015
Hakan Eczanesi,41.0132269,29.0166551
Selimiye Eczanesi,41.0118128,29.0188730
Özlem Eczanesi,41.0203225,29.0455398
Site Eczanesi,41.0190206,29.0480797
Nar Eczanesi,41.0173369,29.0476922
Altunizade Eczanesi,41.0168206,29.0431905
Capitol Eczanesi,41.0211775,29.0396702
Şenay Eczanesi,41.0207182,29.0340980
Mavi Eczanesi,41.0202092,29.0343911
Akademi Ebru Eczanesi,41.0200050,29.0342446
Full Eczanesi,41.0201606,29.0454389
Nilgün Eczanesi,41.0204489,29.0316751
Üsküdar Eczanesi,41.0198880,29.0341321
Bülent Eczanesi,41.0182908,29.0320772
Alaca Eczanesi,41.0197333,29.0450864
Büyük Eczane,41.0195819,29.0450078
Başak Eczanesi,41.0203893,29.0344953
Cansu Eczanesi,41.0185884,29.0313053
Tılsım Eczanesi,40.9762950,29.0503182
Doğa Eczanesi,40.9808604,29.0412947
Kalamış Eczanesi,40.9786369,29.0413771
Burkay Eczanesi,40.9830983,29.0614058
Deniz Eczanesi,40.9810447,29.0420940
Erguvan Eczanesi,40.9777224,29.0464941
Okyanus Eczanesi,40.9778797,29.0806235
Nazlı Eczanesi,40.9572087,29.0840668
Nakıboğlu Eczanesi,40.9781561,29.0803452
Pars Eczanesi,40.9666215,29.0820234
Eczane Selim Bilge,40.9601970,29.0832897
Çınar Eczanesi,40.9597534,29.0832345
Sinan Eczanesi,40.9665567,29.2697148
Elif Eczanesi,40.9662393,29.2694539
Onur Eczanesi,40.9654717,29.2718225
Türkeli Eczanesi,40.9663957,29.2744765
Turgut Reis Eczanesi,40.9646299,29.2795373
Yeşilköy Eczanesi,40.9592896,28.8227084
Buse Eczanesi,40.9614318,28.8218412
Aytaç Eczanesi,40.9636910,28.8374008
Gün Eczanesi,40.9638369,28.8375406
Pharmataköy Eczanesi,40.9785950,28.8506816
Ataköy Eczanesi,40.9843400,28.8537682
Ataköy Martı Eczanesi,40.9839580,28.8517530
Büyük Umut Eczanesi,40.9596479,28.8195733
Yeni Hayat Eczanesi,40.9598242,28.8214068
Nur Eczanesi,40.9611802,28.8226804
Lale Eczanesi,40.9821960,28.8602200
Yosun Eczanesi,40.9835557,28.8483355
Emine Eczanesi,40.9585486,28.8220922
Sevgi Eczanesi,40.9609892,28.8243747
Sercan Eczanesi,40.9595128,28.8319946
Nil Eczanesi,40.9590502,28.8348018
Ataköy Zuhal Eczanesi,40.9790565,28.8545504
Serpil Eczanesi,40.9822095,28.8598884
Bayar Eczanesi,41.0088419,28.8589148
Sevgi Eczanesi,41.0089669,28.8589148
Yeni Eczanesi,40.9933522,28.7688819
Mest Eczanesi,40.9947419,28.7697425
Ege Eczanesi,40.9965241,28.7693636
Okan Eczanesi,40.9983983,28.7661773
Cennet Koru Eczanesi,41.0014481,28.7754258
Papatyam Eczanesi,41.0007782,28.7821314
Çarşı Eczanesi,40.9904221,28.7715661
Yıldız Eczanesi,40.9913885,28.7710550
Aksoy Eczanesi,41.0021660,28.7779646
İstanbul Eczanesi,41.0017225,28.7783581
Arda Eczanesi,40.9984425,28.7779743
Ender Eczanesi,40.9994779,28.7803106
Öner Eczanesi,40.9997301,28.7806805
Rumeli Eczanesi,40.9973352,28.7774240
Marmara Eczanesi,40.9970276,28.7769702
Beyaz Eczanesi,40.9968099,28.7767294
Tuna Eczanesi,40.9967154,28.7766374
Çetinkaya Eczanesi,40.9971188,28.7763034
Tepeüstü Sevinç Eczanesi,40.9963755,28.7752786
Pelin Eczanesi,40.9981716,28.7661020
Fulya Eczanesi,40.9987692,28.7701403
Mevlana Bozkır Eczanesi,41.0019563,28.7778665
Can Eczanesi,40.9969179,28.7759983
Nehirnaz Eczanesi,40.9987250,28.7666219
Seval Eczanesi,40.9936278,28.7809859
Çare Eczanesi,40.9994237,28.7853993
Egeli Eczanesi,40.9993817,28.7851933
Şifapınarı Eczanesi,41.0020629,28.7864955
Melis Eczanesi,41.0135625,28.7870929
Akdeniz Eczanesi,41.0176428,28.7849749
Paket Eczanesi,41.0026574,28.7884431
Egemen Eczanesi,41.0023607,28.7880671
Tan Eczanesi,40.9992678,28.7849721
Fatoş Eczanesi,41.0172467,28.7845217
Güvenç Eczanesi,40.9993746,28.7855899
Eylül Eczanesi,41.0030932,28.7891558
Üstün Eczanesi,41.0027936,28.7883918
Saraç Eczanesi,41.0178060,28.7852274
Mehtap Eczanesi,41.0087572,28.8311361
Yeni Şifa Eczanesi,41.0056762,28.8332302
Neşe Eczanesi,41.0055367,28.8309645
Oylum Eczanesi,41.0035132,28.8265679
Hülya Eczanesi,41.0034275,28.8302686
Berkay Eczanesi,41.0032130,28.8307750
İstwest Eczanesi,41.0103215,28.8163415
Starcity Eczanesi,41.0108333,28.8160106
Niğdeli Eczanesi,41.0055841,28.8286821
Serkan Eczanesi,41.0055228,28.8282278
Selçuk Eczanesi,41.0075539,28.8198739
Altınyıldız Eczanesi,41.0072546,28.8201445
Dilek Eczanesi,41.0083128,28.8330436
Yeşim Eczanesi,41.0034720,28.8308720
Sevgi Eczanesi,41.0025971,28.8306003
Hakan Eczanesi,41.0028253,28.8306579
Avrupa Eczanesi,40.9997925,28.8342511
Filiz Eczanesi,40.9997762,28.8305164
Berat Eczanesi,41.0008155,28.8303688
Deva Eczanesi,41.0017774,28.8341156
Özlem Eczanesi,41.0027553,28.8359892
Yasemin Eczanesi,40.9958040,28.8370300
Tülin Eczanesi,40.9962647,28.8350441
Fetih Eczanesi,40.9990612,28.8306922
Burak Eczanesi,40.9991608,28.8306699
Göknar Eczanesi,40.9993525,28.8298928
İlim Eczanesi,41.0015781,28.8355780
Yeditepe Eczanesi,41.0021130,28.8343435
Nur Eczanesi,41.0029769,28.8359984
Yenibosna Hayat Eczanesi,40.9977541,28.8348494
Asılsoy Eczanesi,40.9987928,28.8307893
Ilgaz Eczanesi,41.0023718,28.8359575
Yağız Arslan Eczanesi,41.0395680,28.8165629
Burak Eczane,41.0384198,28.8171063
Feriye Eczanesi,41.0444490,28.8202556
Arzu Eczanesi,41.0248654,28.8288756
Gültepe Sibel Eczanesi,41.0279397,28.8313007
Güneşli Pınar Eczanesi,41.0279397,28.8309880
Acar Eczanesi,41.0183663,28.8321589
Melih Eczanesi,41.0180929,28.8328388
Can Eczanesi,41.0145768,28.8347858
Merkez Eczanesi,41.0114897,28.8341661
Ayyıldız Eczanesi,41.0114990,28.8343210
Bakan Eczanesi,41.0070638,28.8385505
Zeynep Eczanesi,41.0420898,28.8162740
