adi,is_nevi,is_nevi_tnm,akaryakit_dagitim_sirketi,akaryakit_dagitim_sirketi_tnm,lpg_dagitim_sirketi,lpg_dagitim_sirketi_tnm,tesis_turu,tesis_turu_tnm,ilce_uavt,ilce,mahalle_uavt,mahalle_adi,latitude,longitude
OPET MARKET VE AKARYAKIT İSTASYON İŞLETMECİLİĞİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1336,GAZİOSMANPAŞA,40461,KAZIM KARABEKİR,28.91646330,41.06957312
SERİN PETROKİMYA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,3,Aytemiz,,Bilinmiyor,1,Aktif,1810,KAĞITHANE,40539,GÜRSEL,28.96960020,41.07514309
ARIZAN PETROL VE PETROL ÜRÜNLERİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1782,BÜYÜKÇEKMECE,40846,CUMHURİYET,28.62933529,41.01952776
MERKA İNŞAAT VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2015,TUZLA,40726,TEPEÖREN,29.36988150,40.94062621
ERTAŞLAR AKARYAKIT İNŞ.TİC.VE SAN.LTD.ŞTİ.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1810,KAĞITHANE,40546,ORTABAYIR,29.00292394,41.07888405
AKAR PETROL ÜRÜN SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40595,SULTAN MURAT,28.78740856,41.00259596
" SERİN AKARYAKIT ÜRÜNLERİ TUR.VE İNŞ.A.Ş.",2,Akaryakıt Lpg,10,Opet,33,Opet,1,Aktif,2055,SULTANGAZİ,40356,ESKİ HABİPLER,28.82696282,41.13196351
BP PETROLLERİ AŞ.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1739,ZEYTİNBURNU,40836,VELİEFENDİ,28.89498736,40.99509797
AK PETROL VE GIDA ÜRN.İÇ VE DIŞ TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2053,ESENYURT,40858,SAADETDERE,28.70135904,41.00935027
KONGU PETROL SAN. VE TİC. LTD. ŞTİ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,2048,ARNAVUTKÖY,99358,MUSTAFA KEMAL PAŞA,28.73369324,41.19165865
SAR GLOBAL ENERJİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,22,KadOil,29,Mogaz,1,Aktif,1782,BÜYÜKÇEKMECE,40887,MİMAR SİNAN,28.56318003,41.02102385
GAZİPET AKARYAKIT ÜRÜNLERİ SANAYİ VE TİC. LTD. ŞTİ.,2,Akaryakıt Lpg,22,KadOil,13,Bizim Gaz,1,Aktif,1336,GAZİOSMANPAŞA,40460,YENİ MAHALLE,28.89300155,41.08208320
EŞİYOKLAR PETROL VE İNŞ.TUR.İTH.VE İHR.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,11,Pet-Line,29,Mogaz,1,Aktif,1336,GAZİOSMANPAŞA,40463,KARAYOLLARI,28.88928688,41.08698267
İÇKALE SOSYAL HİZMETLER TAŞ.İNŞ.GIDA TURZ.OTOM.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2053,ESENYURT,181522,KOZA,28.65244850,41.08044666
ASO PETROL İNŞ.SAN.VE TİC.A.Ş.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40206,TERAZİDERE,28.89936721,41.02805148
BP PETROLLERİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1421,KADIKÖY,40525,SAHRAYICEDİT,29.08135026,40.98152792
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2050,BAŞAKŞEHİR,40871,BAHÇEŞEHİR 1. KISIM,28.69399993,41.07178455
KARAMAN PETROLCÜLÜK SAN.TİC.A.Ş,2,Akaryakıt Lpg,,Bilinmiyor,,Bilinmiyor,1,Aktif,2051,BEYLİKDÜZÜ,40873,KAVAKLI,28.65694297,40.98940391
AYTEMİZ PETROLCÜLÜK TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,3,Aytemiz,10,Aygaz,1,Aktif,2055,SULTANGAZİ,40465,CUMHURİYET,28.88303667,41.08989876
IŞILER PETROL SAN.TİC.LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40930,BALABAN,28.08431524,41.06038321
ALTIN PETROL ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2055,SULTANGAZİ,40465,CUMHURİYET,28.88428792,41.09130079
USER PETROL İNŞ.TUR.İTH.İHR.SAN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,,Bilinmiyor,1,Aktif,2015,TUZLA,40718,EVLİYA ÇELEBİ,29.29604496,40.83733449
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1421,KADIKÖY,40509,ACIBADEM,29.03408572,41.00318460
KÖK KARDEŞLER PET.OTO YIK.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2016,ESENLER,40352,KEMER,28.87583121,41.05482568
BP PETROLLERİ ANONİM ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40197,KARTALTEPE,28.88413130,40.98804233
GÜZLE PETROL ÜRÜNLERİ GIDA OTOMOTİV İNŞAAT VE TAAHHÜT SANAYİ VE TİCARE,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2052,ÇEKMEKÖY,40756,MERKEZ,29.15567680,41.03704410
ÖZTAŞ PETROL TİCARET VE SANAYİ ANONİM ŞİRKETİ,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1325,EYÜPSULTAN,40362,DÜĞMECİLER,28.93140871,41.04574924
AZAT GEYLAN AZAT ENERJİ AKARYAKIT ŞUBESİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2051,BEYLİKDÜZÜ,40867,GÜRPINAR,28.60619924,40.99598980
MAY PETROL ENERJİ İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,1,Akaryakıt,,Bilinmiyor,,Bilinmiyor,1,Aktif,1835,PENDİK,40646,KAVAKPINAR,29.28652515,40.88608338
COB PETROL İNŞAAT TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,9,LukOil,3,Akpet Gaz,1,Aktif,1782,BÜYÜKÇEKMECE,40868,PINARTEPE,28.62590929,41.01634011
ERDAĞI PETROL SANAYİ TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40941,BÜYÜK ÇAVUŞLU,28.07676941,41.20384889
ER PETROL NAKLİYAT GIDA TARIM İNŞ.TUR.VE TİC.LTD.ŞTİ.,1,Akaryakıt,19,Sunpet,,Bilinmiyor,1,Aktif,1659,ŞİLE,191931,DEĞİRMENÇAYIRI,29.66576089,40.98275215
ATAKÖY PETROL TİC.LTD.ŞTİ.,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40202,ATAKÖY 1. KISIM,28.87318947,40.97402414
ASRABA FİLO YÖNETİMİ VE HİZMETLERİ ANONİM ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2015,TUZLA,40732,MESCİT,29.34513705,40.88118159
PETROL OFİSİ ANONİM ŞİRKETİ,,Bilinmiyor,12,Petrol Ofisi,47,Pogaz,1,Aktif,1708,ÜSKÜDAR,40785,BAHÇELİEVLER,29.07687186,41.04925741
NİSAN TUR.AKAR.PAZ.İTH.İHR.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,29,Mogaz,1,Aktif,2052,ÇEKMEKÖY,191999,SIRAPINAR,29.31070260,41.10996478
MODOĞLU PETROL ÜRÜN.İNŞ.SAN.LTD.ŞTİ.,2,Akaryakıt Lpg,5,BP,10,Aygaz,1,Aktif,2014,SULTANBEYLİ,40950,MEHMET AKİF,29.27201947,40.96503519
ÖMER LÜTFİ KARAMAHMUTOĞLU PET.EN.TUR.İNŞ.NAK.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40606,FATİH,28.76996141,40.98684199
OPET MARKET VE AKARYAKIT İSTASYON İŞLETMECİLİĞİ ANONİM ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,40533,KAYIŞDAĞI,29.14387497,40.98766792
BOSTANCI SARPER PETROL ANONİM ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1421,KADIKÖY,40523,BOSTANCI,29.09763305,40.95732295
ADR AKARYAKIT SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1336,GAZİOSMANPAŞA,40460,YENİ MAHALLE,28.89904062,41.07809364
SENOS PETROL ÜRÜNLERİ PAZARLAMA VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,47,Pogaz,1,Aktif,1835,PENDİK,40631,KAYNARCA,29.25431090,40.87516932
ÇAKLAR PETROL ÜRÜN.DAĞ.VE NAK.A.Ş.,2,Akaryakıt Lpg,15,Total,,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40197,KARTALTEPE,28.87159734,40.99700685
İZBEY PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,2005,BAHÇELİEVLER,40177,BAHÇELİEVLER,28.86629591,41.00336557
ÇAMDAĞ OTELCİLİK TUR.GIDA PET.ÜR.JEO.MÜH. MÜŞ.SAN.LTD.ŞTİ.,1,Akaryakıt,7,Enerji Petrol,,Bilinmiyor,1,Aktif,1237,ÇATALCA,191785,ÇANAKÇA,28.49238990,41.25125326
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2012,MALTEPE,40618,GİRNE,29.13621962,40.93891894
SHELL PETROL AŞ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2055,SULTANGAZİ,40472,SULTANÇİFTLİĞİ,28.86348523,41.09355800
ETİLER GIDA SANAYİ VE TİCARET A.Ş.,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1186,BEYOĞLU,40305,ÖRNEKTEPE,28.95109131,41.05692589
" ESENPET PETROL ÜRÜNLERİ A.Ş.",2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2053,ESENYURT,40881,ATATÜRK,28.63169775,41.01967015
CRG ENERJİ KATI ATIK İNŞAAT TAAH.SAN.DIŞ TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,,Bilinmiyor,,Bilinmiyor,1,Aktif,2004,BAĞCILAR,40170,MAHMUTBEY,28.82047125,41.04958293
RUMELİ AKARYAKIT SANAYİ TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1325,EYÜPSULTAN,40365,MERKEZ,28.93911900,41.05667261
KOYUNCUOĞLU AHŞAP SAN.VE TİC.AŞ.,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1835,PENDİK,40628,BAHÇELİEVLER,29.23323457,40.89141356
ASIM VE İKİZOĞULLARI PET.ÜR.OTO.GIDA SAN.VE TİC.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2054,SANCAKTEPE,98781,ATATÜRK,29.21597958,41.00851137
GÜZEL ENERJİ AKARYAKIT ANONİM ŞİRKETİ,1,Akaryakıt,,Bilinmiyor,,Bilinmiyor,1,Aktif,1823,KÜÇÜKÇEKMECE,40582,ATAKENT,28.77545646,41.06121582
MESUT PETROL ÜRÜN.PAZ.SAN.VE TİC.AŞ.,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1622,SİLİVRİ,40940,SELİMPAŞA,28.32077228,41.06432041
EMRE AKARYAKIT MADENİ YAĞ SANAYİ VE TİC.LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40190,YENİMAHALLE,28.88431083,40.98161978
PENDİK PETROL ÜRÜN.İNŞ.TURİZM GIDA TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1835,PENDİK,40627,DOĞU,29.24040116,40.88151563
SENEGER PETROL ÜRN.GIDA VE NAK.İNŞ.TİC.LTD.ŞTİ.,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1835,PENDİK,40630,ŞEYHLİ,29.28536192,40.90536913
AYMER PETROL ÜR.DAY.TÜK.MAL.SAN.TİC.LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2005,BAHÇELİEVLER,40183,YENİBOSNA MERKEZ,28.82591129,41.01390184
TARLAKLAR PETROL OTOMOTİV TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1622,SİLİVRİ,40923,MİMAR SİNAN,28.20540691,41.08089449
ÇETAY AKARYAKIT TİC.VE İNŞ.LTD.ŞTİ.,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1663,ŞİŞLİ,40697,HALİL RIFAT PAŞA,28.96513367,41.05653604
ENERJİ MADENİ YAĞLAR ÜRETİM VE PAZARLAMA ANONİM ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2004,BAĞCILAR,40170,MAHMUTBEY,28.82983716,41.04591634
RENK PETROL TURİZM A.Ş.,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40846,CUMHURİYET,28.63108952,41.01896944
HIZLI PETROLCÜLÜK ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2004,BAĞCILAR,40166,KİRAZLI,28.83403227,41.03264496
DALGIÇLAR PETROL TİC.VE SAN.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40888,MURAT ÇESME,28.53723371,41.01262049
KILIÇÇIOĞLU PETROLCÜLÜK LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,15,Total,28,Milangaz,1,Aktif,1886,BAYRAMPAŞA,40210,YILDIRIM,28.89214984,41.06114050
SHELL PETROL AŞ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1810,KAĞITHANE,40543,MERKEZ,28.96854454,41.08562417
ARASENA ENERJİ PETROL İNŞ. OTO. TUR. GIDA SAN. VE TİC. AŞ.,1,Akaryakıt,,Bilinmiyor,,Bilinmiyor,1,Aktif,1835,PENDİK,40629,FEVZİ ÇAKMAK,29.26322309,40.89092212
MEHMETCİK VAKFI TUR.PET.İNŞ.GIDA SAĞ.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2015,TUZLA,40731,FATİH,29.35200438,40.91728049
ADAR ENERJİ ÜRETİM AKARYAKIT SANAYİ TİCARET LİMİDET ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1185,BEYKOZ,40241,ÇUBUKLU,29.09087267,41.09487573
İMES PETROL OTOMOTİVİNŞAAT TURİZM SAN.VE TİC.LTD.ŞTİ,1,Akaryakıt,10,Opet,10,Aygaz,1,Aktif,2054,SANCAKTEPE,40762,MECLİS,29.19311182,41.00798822
BP PETROLLERİ A.Ş.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,40530,İÇERENKÖY,29.10422482,40.96706594
SELAHATTİN TUĞÇAY AKARYAKIT.TİC.VE SAN.A.Ş.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1336,GAZİOSMANPAŞA,40458,HÜRRİYET,28.90231997,41.06180709
KÜÇÜKKÖY PETROL LİMİTED ŞİRKETİ,1,Akaryakıt,3,Aytemiz,11,Aytemiz,1,Aktif,1336,GAZİOSMANPAŞA,40458,HÜRRİYET,28.90229838,41.07048389
MARİN PETROL ÜRN. SANAYİ TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,1835,PENDİK,40633,BATI,29.23297247,40.87573633
DOLU AKARYAKIT PAZARLAMA  A.Ş.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1336,GAZİOSMANPAŞA,40461,KAZIM KARABEKİR,28.90890001,41.08372140
ZÜMRE AKARYAKIT DAĞITIM VE TAŞIMACILIK TİC. LTD. ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,37,Petrol Ofisi,1,Aktif,2050,BAŞAKŞEHİR,40871,BAHÇEŞEHİR 1. KISIM,28.69851730,41.06043310
ALEV PETROL SERVİS HİZMETLERİ NAKLİYAT VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1183,BEŞİKTAŞ,40225,ORTAKÖY,29.03377410,41.05444498
DOST PETROL SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2010,GÜNGÖREN,40504,ABDURRAHMAN NAFİZ GÜRMAN,28.89232007,41.00477714
KARTAL PETROL ÜRÜNLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1449,KARTAL,40555,CEVİZLİ,29.18168180,40.91117178
ECE PETROL OTOMOTİV İNŞAAT SANAYİ VE TİCARET LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2053,ESENYURT,181480,OSMANGAZİ,28.64186646,41.03797011
OPET MARKET VE AKARYAKIT İSTASYON İŞLETMECİLİĞİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,9,LukOil,42,Totalgaz,1,Aktif,1708,ÜSKÜDAR,98667,KÜÇÜKÇAMLICA,29.07459879,41.01562930
MAZ AKARYAKIT TURİZM İNŞ.SAN.VE TİC.AŞ.,2,Akaryakıt Lpg,22,KadOil,29,Mogaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40587,SÖĞÜTLÜ ÇEŞME,28.79168159,41.01293832
YURDAER PETROL VE OTOMOTİV SANAYİ TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1604,SARIYER,40704,MASLAK,29.02328368,41.11577160
GÜLTEPE PETROL ÜRÜN.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1852,ÜMRANİYE,40748,ATAKENT,29.10803600,41.02308828
ERKAR PETROL ÜRÜNLERİ NAKLİYE GIDA İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKE,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,2012,MALTEPE,40611,KÜÇÜKYALI MERKEZ,29.10653007,40.94801038
AYTEMİZ PETROLCÜLÜK TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,3,Aytemiz,11,Aytemiz,1,Aktif,1449,KARTAL,40556,CUMHURİYET,29.22570029,40.89707377
AYTEMİZ PETROLCÜLÜK TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,3,Aytemiz,11,Aytemiz,1,Aktif,1325,EYÜPSULTAN,191753,PİRİNÇÇİ,28.82506620,41.20086472
TUNÇ PETROL TURİZM İNŞ. TİC.VE SAN. AŞ.,1,Akaryakıt,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1739,ZEYTİNBURNU,40840,KAZLIÇEŞME,28.89088175,40.98166199
TUZCULAR PETROLCÜLÜK VE TİC.A.Ş.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2055,SULTANGAZİ,40474,CEBECİ,28.85970541,41.10887447
GÜNDOĞDU PETROL ÜRN.İNŞ.NAK.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2054,SANCAKTEPE,40576,FATİH,29.21479814,40.95854245
TOPÇUOĞLU İNŞ.MALZ.PET.ÜRÜN.VE GIDA PAZ. SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,2055,SULTANGAZİ,40467,75. YIL,28.90037320,41.09865103
RUMELİ PETROL NAK. GIDA İÇ VE DIŞ TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1835,PENDİK,40645,ORTA,29.24185877,40.88658933
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2050,BAŞAKŞEHİR,40871,BAHÇEŞEHİR 1. KISIM,28.69920805,41.05981170
BAHATTİN YAŞAR GÖKSEL,1,Akaryakıt,21,Turkuaz,,Bilinmiyor,1,Aktif,1237,ÇATALCA,40900,İZZETTİN,28.50272719,41.17215571
DOST İNŞAAT TAAH.SAN.VE TİC.A.Ş.,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1185,BEYKOZ,40250,ACARLAR,29.14625501,41.12164292
MODOĞLU ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,22,Habaş,1,Aktif,2014,SULTANBEYLİ,40948,HASANPAŞA,29.24849597,40.97177557
OR-AT PETROL SAN. VE TİC. LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1166,BAKIRKÖY,40199,ŞENLİKKÖY,28.81960077,40.98640206
COŞKUN PETROL ÜRN.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1852,ÜMRANİYE,40745,IHLAMURKUYU,29.12964144,41.02058605
KÖK PETROL SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,36,Petro Gaz,1,Aktif,2004,BAĞCILAR,40170,MAHMUTBEY,28.83104024,41.05882767
GÜÇLÜ İNŞ.AKARYAKIT VE TUR.İŞL.SAN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1622,SİLİVRİ,40935,GÜMÜŞYAKA,28.03589148,41.04359049
BP PETROLLERİ ANONİM ŞİRKETİ,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,2054,SANCAKTEPE,40762,MECLİS,29.21090597,41.00975537
GÖRPET PETROL ÜRÜNLERİ İNŞAAT VE OTOMOTİV SANAYİ VE TİCARET LİMİTED Şİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1852,ÜMRANİYE,40737,İNKILAP,29.10747116,41.03100559
ALEMDAR PETROL ÜRÜNLERİ TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,27,Türkiye Petrol,51,Türkiye Petrol,1,Aktif,2052,ÇEKMEKÖY,40756,MERKEZ,29.17717304,41.04493396
İMES PETROL OTOMOTİVİNŞAAT TURİZM SAN.VE TİC.LTD.ŞTİ,1,Akaryakıt,10,Opet,10,Aygaz,1,Aktif,2054,SANCAKTEPE,40576,FATİH,29.21389622,40.95684723
HEDEF BENZİN İSTASYON İŞLETMECİLİĞİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,7,Enerji Petrol,52,Enerji Gaz,1,Aktif,1622,SİLİVRİ,40940,SELİMPAŞA,28.38699643,41.05166704
İSKENDER KAPTAN PETROL ÜRN.TURZ.DIŞ TİC.LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1604,SARIYER,40661,ÇAYIRBAŞI,29.03575604,41.15603424
ÖZDEMİR PETROL AKAR.DAĞ.VE TUR.İŞL.TİC.LTD.ŞTİ,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1659,ŞİLE,191861,AHMETLİ,29.59034112,41.16117111
" ŞAN PETROL.TİC.SAN.LTD.ŞTİ.",1,Akaryakıt,27,Türkiye Petrol,,Bilinmiyor,1,Aktif,1325,EYÜPSULTAN,40359,ALİBEYKÖY,28.94887753,41.08344499
CAN PETROL SAN.VE TİC.AŞ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1186,BEYOĞLU,40279,İSTİKLAL,28.96738729,41.04063261
SHELL PETROL ANONİM ŞİRKETİ,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1185,BEYKOZ,40248,RÜZGARLIBAHÇE,29.09756142,41.09474789
GÜVENAL NAKLİYAT PETROL ÜRÜNLERİ TÜP İML.SAN.VE TİC.AŞ.,2,Akaryakıt Lpg,27,Türkiye Petrol,53,Güvenal,1,Aktif,2015,TUZLA,40730,ANADOLU,29.36098610,40.90858905
OSMANLI PETROL NAKLİYAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,,Bilinmiyor,,Bilinmiyor,1,Aktif,2048,ARNAVUTKÖY,40906,ÖMERLİ,,
LUKOİL İSTASYON İŞLETMECİLİĞİ LİMİTED ŞİRKETİ,1,Akaryakıt,9,LukOil,,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,40577,FERHATPAŞA,29.17570324,40.99031873
PETROL OFİSİ A.Ş.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,40531,KÜÇÜKBAKKALKÖY,29.10873277,40.98599295
MUTLU MERMER,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1183,BEŞİKTAŞ,40222,GAYRETTEPE,29.01104994,41.06142149
ÜÇ KARDEŞLER İNŞ.PET.ÜRÜN.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,29,Mogaz,1,Aktif,2014,SULTANBEYLİ,40948,HASANPAŞA,29.25312263,40.96817004
BUZCAN SOĞUK DEPOLAMA VE İHRACAT ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2010,GÜNGÖREN,40501,HAZNEDAR,28.87140247,41.00691653
