adi,is_nevi,is_nevi_tnm,akaryakit_dagitim_sirketi,akaryakit_dagitim_sirketi_tnm,lpg_dagitim_sirketi,lpg_dagitim_sirketi_tnm,tesis_turu,tesis_turu_tnm,ilce_uavt,ilce,mahalle_uavt,mahalle_adi,latitude,longitude
BOSTANCI PETROL TİC.LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40923,MİMAR SİNAN,28.22079936,41.08141999
MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1622,SİLİVRİ,40938,ORTAKÖY,28.36836091,41.08346835
KAYNAR PETROL İNŞ.OTOM.SAN.TİC.LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,40757,MİMAR SİNAN,29.17362107,41.03232541
NAİFOĞLU AKARYAKIT ANONİM ŞİRKETİ,2,Akaryakıt Lpg,27,Türkiye Petrol,,Bilinmiyor,1,Aktif,1823,KÜÇÜKÇEKMECE,40588,KARTALTEPE,28.80072929,41.00021027
DOĞAN GARAJI AKAR.SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1327,FATİH,40422,DERVİŞ ALİ,28.93902429,41.02980115
FİKA ENERJİ PETROL İNŞAAT TURİZM GIDA LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,24,Bpet,25,İpragaz,1,Aktif,1449,KARTAL,40567,SOĞANLIK YENİ,29.19568618,40.91692058
EZEV KOZMETİK TURİZM GIDA PETROL İNŞ. İTH. İHR. SA. VE TİC. LTD. ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2004,BAĞCILAR,40170,MAHMUTBEY,28.82071922,41.04460254
İSTANBUL ENERJİ SAN.VE TİC.A.Ş.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1708,ÜSKÜDAR,40820,SELİMİYE,29.02304984,41.00831569
AK PETROL İNŞ.TESİSAT TEKSTİL DERİ OPTİK SAN.TİC.LTD.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1835,PENDİK,40641,YAYALAR,29.26866470,40.89918877
PETROL OFİSİ A.Ş.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1186,BEYOĞLU,40264,KAPTANPAŞA,28.96642489,41.04161852
METAL YAPI KONUT ANONİM ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2054,SANCAKTEPE,40762,MECLİS,29.19118382,41.01369796
ELİF PETROL AKARYAKIT ÜRN.SAN. TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1659,ŞİLE,40959,ÇAVUŞ,29.62826510,41.15688719
TREND PETROL LTD.ŞTİ.,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1622,SİLİVRİ,40940,SELİMPAŞA,28.36998004,41.05631325
SÜREYYAPAŞA PETROL VE AKARYAKIT ÜRÜNLERİ SAN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2004,BAĞCILAR,40162,MERKEZ,28.85739339,41.02749641
GÖKKUŞAĞI PETROL İNŞAAT TURİZM TİCARET VE SANAYİ LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1708,ÜSKÜDAR,40781,ALTUNİZADE,29.04200380,41.02380587
İMGA TUR.PET.ÜRÜN.SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,2053,ESENYURT,40880,AKÇABURGAZ,28.62850889,41.05037257
GÜZEL ENERJİ AKARYAKIT ANONİM ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1325,EYÜPSULTAN,40368,KARADOLAP,28.93316692,41.06937155
ÖZTÜRKLER PETROL SAN.VE TİC.AŞ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2053,ESENYURT,181508,SULTANİYE,28.68670988,41.02314038
MEHMET SALİH KÜÇÜKOĞLU,1,Akaryakıt,3,Aytemiz,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40927,ALİPAŞA,28.22173863,41.10731249
ÖZDEN AKARYAKIT VE MADENİ YAĞ SAN.TİC.AŞ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1835,PENDİK,40634,GÜZELYALI,29.27186713,40.86125332
SEZER PETROL İNŞ.DAY.TÜK.MALZ.SAN.TİC.LTD.ŞTİ.,1,Akaryakıt,9,LukOil,3,Akpet Gaz,1,Aktif,2014,SULTANBEYLİ,40956,AKŞEMSETTİN,29.30108773,40.94238474
SEYRANTEPE PETROL ÜRN.SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,9,LukOil,,Bilinmiyor,1,Aktif,1663,ŞİŞLİ,40700,HUZUR,28.99991812,41.10294228
GÜZEL ENERJİ AKARYAKIT ANONİM ŞİRKETİ,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,40530,İÇERENKÖY,29.10487218,40.96618877
DEFNE İNŞAAT TAAHHÜT PETROL SANAYİ EĞİTİM TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,1852,ÜMRANİYE,98688,CEMİL MERİÇ,29.15031837,41.01604178
PETROL OFİSİ ANONİM ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40207,ALTINTEPSİ,28.89604688,41.04267971
BOZKAN PETROLCULUK NAKLİYAT GIDA OTOMOTİV TİCARET VE PAZARLAMA LİMİTED,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1835,PENDİK,40631,KAYNARCA,29.26901487,40.86945447
ONUR OTOMOTİV TİC.VE TEKSTİL AŞ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1604,SARIYER,40666,İSTİNYE,29.06011309,41.11428516
OKSİJEN PETROL İNŞAAT TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,20,Full,,Bilinmiyor,1,Aktif,2054,SANCAKTEPE,40624,BÜYÜKBAKKALKÖY,29.22145731,40.98163881
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1622,SİLİVRİ,40941,BÜYÜK ÇAVUŞLU,28.03628635,41.25586386
ARPAK AKARYAKIT VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1449,KARTAL,40556,CUMHURİYET,29.21605159,40.91051823
DURUSU AKARYAKIT İNŞ. TUR. VE GIDA SAN. VE TİC. LTD. ŞTİ.,2,Akaryakıt Lpg,,Bilinmiyor,34,Petgaz,1,Aktif,2048,ARNAVUTKÖY,191985,BOYALIK,28.61228124,41.27717314
TEKNOSAN İNŞAAT A.Ş.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2012,MALTEPE,40614,CEVİZLİ,29.14668450,40.91644049
TP İSTASYON İŞLETMELERİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,38,Shell-Turcas Petrol,1,Aktif,1186,BEYOĞLU,40289,SURURİ MEHMET EFENDİ,28.97348141,41.03845927
MERTER AKARYAKIT PAZARLAMA İNŞAAT TAAHHÜT SANAYİ VE TİCARET LİMİTED Şİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,25,İpragaz,1,Aktif,1739,ZEYTİNBURNU,40505,TOZKOPARAN,28.90059434,41.01427770
ANY AKARYAKIT TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2055,SULTANGAZİ,40471,50. YIL,28.86447997,41.09173674
ERHAN DEDEOĞLU PETROL ÜRÜNLERİ PAZARLAMA VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2005,BAHÇELİEVLER,40184,ÇOBANÇEŞME,28.82714527,40.99309489
AKT PETROL AKARYAKIT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,7,Enerji Petrol,52,Enerji Gaz,1,Aktif,1622,SİLİVRİ,40938,ORTAKÖY,28.37628946,41.09428834
COŞKUN PETROL ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,,Bilinmiyor,,Bilinmiyor,1,Aktif,1659,ŞİLE,191885,KIZILCA,29.54177093,41.16743031
OPET MARKET VE AKARYAKIT İSTASYON İŞLETMECİLİĞİ ANONİM ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2048,ARNAVUTKÖY,99359,ANADOLU,28.74801348,41.17749479
BP PETROLLERİ ANONİM ŞİRKETİ,1,Akaryakıt,,Bilinmiyor,14,Bp Gaz,1,Aktif,1835,PENDİK,40656,ÇAMLIK,29.28658978,40.91920839
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1708,ÜSKÜDAR,40788,BULGURLU,29.07617025,41.01682066
GÖRPET PETROL ÜRN. İNŞ. VE OTO SAN. VE TİC. LTD. ŞTİ.,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,2014,SULTANBEYLİ,40950,MEHMET AKİF,29.26609861,40.96971958
SHELL PETROL ANONİM ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40199,ŞENLİKKÖY,28.78982828,40.97264735
" SHELL PETROL AŞ.",2,Akaryakıt Lpg,13,Shell-Turcas Petrol,38,Shell-Turcas Petrol,1,Aktif,1325,EYÜPSULTAN,,,28.88446852,41.23374338
ZINGIL AKARYAKIT İNŞAAT TURİZM SANAYİ VE TİCARET ANONİM ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,14,Bp Gaz,1,Aktif,2048,ARNAVUTKÖY,40483,BOĞAZKÖY İSTİKLAL,28.81122700,41.13664862
HİZMET PETROL AKARYAKIT VE MADENİ YAĞLAR PAZ.A.Ş.,2,Akaryakıt Lpg,3,Aytemiz,11,Aytemiz,1,Aktif,1421,KADIKÖY,40528,19 MAYIS,29.09709300,40.97755127
AKDEMİR RESTORAN PETROL GIDA TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1421,KADIKÖY,40515,FENERYOLU,29.05691032,40.98428999
DEM-KAR PETROL ÜRÜN.İNŞ.GIDA SAN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2014,SULTANBEYLİ,40943,ADİL,29.26230214,40.97286792
UZL FİLO OTOMOTİV PETROL NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40208,YENİDOĞAN,28.91131820,41.03959059
MESAH PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2055,SULTANGAZİ,40471,50. YIL,28.86891506,41.08708975
KAPTANLAR TURİZM PAZ.SAN.TİC.A.Ş.,2,Akaryakıt Lpg,12,Petrol Ofisi,10,Aygaz,1,Aktif,2055,SULTANGAZİ,40473,UĞUR MUMCU,28.86197178,41.10404414
BUL-PET PETROL ÜRÜN.SAN.TİC.A.Ş.,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,1185,BEYKOZ,191701,AKBABA,29.11321153,41.14832259
MİNAPET PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1325,EYÜPSULTAN,40361,DEFTERDAR,28.92574623,41.03746456
GÜZEL ENERJİ AKARYAKIT ANONİM ŞİRKETİ,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,2003,AVCILAR,,,28.71278394,41.05779921
ŞEKERCİ PETROL ÜRÜNLERİ VE TEKSTİL PAZARLAMA SANAYİ VE TİCARET LİMİTED,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2048,ARNAVUTKÖY,40912,HASTANE,28.61356557,41.15816138
YILMAZER PETROL ÜRÜN. PAZ. SAN. TİC. A.Ş.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2004,BAĞCILAR,40175,GÖZTEPE,28.83049742,41.05668763
MULTİNET FİLO HİZMETLERİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1835,PENDİK,40628,BAHÇELİEVLER,29.23998611,40.88688466
ESATOĞLU PETROL GIDA İNŞ.AŞ.,1,Akaryakıt,3,Aytemiz,,Bilinmiyor,1,Aktif,1659,ŞİLE,191861,AHMETLİ,29.57629350,41.14440700
ONKA AKARYAKIT ÜRÜNLERİ İNŞAAT TAAHHÜT SANAYİ VE TİCARET LİMİTED ŞİRKE,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1782,BÜYÜKÇEKMECE,40887,MİMAR SİNAN,28.56367183,41.01976026
KEMER PET.ÜR.TUR.VE İNŞ.İÇ VE DIŞ TİC.LTD. ŞTİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1325,EYÜPSULTAN,40370,MİTHATPAŞA,28.90500865,41.16944965
ERSOYLAR PETROL ÜRÜNLERİ PAZ.SAN.VETİC.LTD.ŞTİ.,1,Akaryakıt,12,Petrol Ofisi,36,Petro Gaz,1,Aktif,2015,TUZLA,40718,EVLİYA ÇELEBİ,29.29609942,40.84673672
AYTEMİZ PETROLCÜLÜK TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,3,Aytemiz,11,Aytemiz,1,Aktif,2015,TUZLA,40722,ŞİFA,29.36250854,40.81725610
GÜRPINAR PETROL VE TİC.A.Ş.,2,Akaryakıt Lpg,2,Alpet,48,Exen Gaz,1,Aktif,2051,BEYLİKDÜZÜ,40869,ADNAN KAHVECİ,28.62528870,40.99610084
SANCAKLAR  PETROL ÜRÜN.PAZ.SPOR TESİSİ İŞLETME SAN.TİC.LTD.ŞTİ.,3,Lpg,,Bilinmiyor,28,Milangaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40590,HALKALI MERKEZ,28.81027951,41.03686638
GÜNER PETROL İNŞAAT MÜTEAHHİTLİK VE NAKLİYE SANAYİ TİCARET A.Ş.,2,Akaryakıt Lpg,,Bilinmiyor,,Bilinmiyor,1,Aktif,1421,KADIKÖY,40519,MERDİVENKÖY,29.07682169,40.99066123
BP PETROLLERİ A.Ş.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1449,KARTAL,40563,KORDONBOYU,29.19164291,40.88755051
SHELL PETROL ANONİM ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2048,ARNAVUTKÖY,40906,ÖMERLİ,28.63415889,41.09032672
OPET MARKET VE AKARYAKIT İSTASYON İŞLETMECİLİĞİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1852,ÜMRANİYE,98701,SARAY,29.11600808,41.02251645
MENZİL NAK.MAD.PET.İNŞ.OTO.TRZ.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2014,SULTANBEYLİ,40944,BATTALGAZİ,29.26674689,40.98258981
" ÖRTAŞ İNŞAAT TUR. VE TİC. A.Ş.",2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1810,KAĞITHANE,40543,MERKEZ,28.97827214,41.08423543
NİHAT KONDUMER PETROL ÜR.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,10,Aygaz,1,Aktif,1835,PENDİK,40652,YENİ,29.23236200,40.88107458
MEHMETÇİK VAKFI TUR. PET. İNŞ. SAĞL. GID. TİC.LTD. ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2015,TUZLA,,,29.35437229,40.91719110
GÜZLE PETROL ÜRÜNLERİ GIDA OTOMOTİV İNŞAAT VE TAAHHÜT SANAYİ VE TİCARE,2,Akaryakıt Lpg,24,Bpet,25,İpragaz,1,Aktif,1835,PENDİK,40629,FEVZİ ÇAKMAK,29.25938796,40.88005500
RENK PETROL TURİZM A.Ş.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40590,HALKALI MERKEZ,28.80651589,41.02923287
OKAN PETROLLERİ VE ENERJİ SANAYİ TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1782,BÜYÜKÇEKMECE,99334,ÇAKMAKLI,28.62197960,41.06395049
MEHMETÇİK VAKFI TURİZM PETROL İNŞAAT SAĞLIK GIDA VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,33,Opet,1,Aktif,2050,BAŞAKŞEHİR,40581,BAŞAKŞEHİR,,
BAŞAK AKARYAKIT TAŞIMACILIK TUR.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2054,SANCAKTEPE,40771,SAFA,29.24597297,41.01373120
HAKAN PETROL GIDA İNŞ.TURİZM VE TİC.LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2053,ESENYURT,181508,SULTANİYE,28.68206942,41.03210179
SRS AKARYAKIT VE PETROL ÜRÜNLERİ TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2004,BAĞCILAR,40175,GÖZTEPE,28.83352668,41.05403682
ÖZPET PETROL VE OTOM.TİC.LTD.ŞTİ.,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,1327,FATİH,99139,KARAGÜMRÜK,28.93680477,41.02860721
SEDEF PETROL MADENİYAĞ NAKLİYAT İNŞAAT TURİZM SAN. VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2004,BAĞCILAR,40170,MAHMUTBEY,28.83135469,41.05997752
BP PETROLLERİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2004,BAĞCILAR,40155,BAĞLAR,28.81410163,41.02608257
USSA AKARYAKIT VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,27,Türkiye Petrol,51,Türkiye Petrol,1,Aktif,1739,ZEYTİNBURNU,40842,MERKEZEFENDİ,28.91167162,41.01629900
ORSA PETROL ÜRN.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,15,Total,48,Exen Gaz,1,Aktif,1237,ÇATALCA,191815,SUBAŞI,28.45500613,41.22299745
OPET MARKET VE AKARYAKIT İSTASYON İŞLETMECİLİĞİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40589,GÜLTEPE,28.79361403,40.99291354
COB PETROL İNŞAAT TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,2,Alpet,48,Exen Gaz,1,Aktif,1186,BEYOĞLU,40297,KEMANKEŞ KARAMUSTAFAPAŞA,28.97975053,41.02601545
PETROL OFİSİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,,Bilinmiyor,,Bilinmiyor,1,Aktif,1823,KÜÇÜKÇEKMECE,40582,ATAKENT,28.76686786,41.03474573
GÜRŞEN GAYRIMENKUL ANONİM ŞİRKETİ,1,Akaryakıt,,Bilinmiyor,,Bilinmiyor,1,Aktif,2050,BAŞAKŞEHİR,40583,KAYABAŞI,,
DİRİLİŞ AKARYAKIT YEDİEMİN DEPOCULUK NAKLİYE METAL İŞLERİ OTOMOTİV SAN,3,Lpg,,Bilinmiyor,45,Yurt Gaz,1,Aktif,1336,GAZİOSMANPAŞA,40460,YENİ MAHALLE,28.89435742,41.08082731
HBK AKARYAKIT OTOMOTİV TURİZM GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,1835,PENDİK,40630,ŞEYHLİ,29.29335117,40.90789654
ÖZSEÇ PETROL SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2048,ARNAVUTKÖY,40485,MAVİGÖL,28.75979455,41.20339590
SENOS PETROL ÜRÜNLERİ PAZARLAMA VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2012,MALTEPE,40612,ALTAYÇEŞME,29.12954455,40.92936189
ERTÜRK PET.ÜRÜN.MAR.VE DAY.TÜK.MAD.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1659,ŞİLE,40961,AĞVA MERKEZ,29.85330148,41.12918897
SAVAŞ PETROL ÜRÜN.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1835,PENDİK,40630,ŞEYHLİ,29.27867645,40.90436916
BP PETROLLERİ AŞ.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40212,KOCATEPE,28.89979986,41.05010145
ENİS OKUMUŞ AKARYAKIT TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1810,KAĞITHANE,40536,ÇELİKTEPE,28.99973039,41.08336653
VEKTÖR PETROL ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1336,GAZİOSMANPAŞA,40463,KARAYOLLARI,28.90724531,41.08065521
DEFNE İNŞAAT TAAHHÜT PETROL SANAYİ EĞİTİM TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,5,BP,,Bilinmiyor,1,Aktif,1835,PENDİK,40631,KAYNARCA,29.27137385,40.86453919
BOZKIR PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,9,LukOil,26,Luk Oil,1,Aktif,1835,PENDİK,40634,GÜZELYALI,29.28717171,40.85619462
ATA AKARYAKIT SAN.TİC.VE LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,40531,KÜÇÜKBAKKALKÖY,29.12361155,40.97831858
ZENGİN PETROL SAN.TİC.AŞ.,2,Akaryakıt Lpg,10,Opet,33,Opet,1,Aktif,2050,BAŞAKŞEHİR,40583,KAYABAŞI,,
KURANLAR PETROL OTOM İNŞ.GIDA SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,9,LukOil,,Bilinmiyor,1,Aktif,1336,GAZİOSMANPAŞA,40455,MERKEZ,28.91050432,41.05413073
PETROL OFİSİ ANONİM ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1823,KÜÇÜKÇEKMECE,40593,TEVFİKBEY,28.79432010,41.00999857
DEREN NAK.İNŞ.MAD.TURZ.İTH.İHR.SAN.TİC.LTD.ŞTİ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,40749,ALEMDAĞ,29.23452196,41.03967624
O-P GRUP ENERJİ MADEN VE İNŞAAT A.Ş.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1449,KARTAL,40559,ESENTEPE,29.19191256,40.91212164
ERSİ PETROL ÜRÜNLERİ OTOMOTİV VE İNŞ.SAN. TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1810,KAĞITHANE,40552,YAHYA KEMAL,28.98501544,41.08893676
KONGU PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40209,İSMET PAŞA,28.91167199,41.04060278
KAVUKSAN İNŞAAT BETON PETROL SANAYİ VE TİC.AŞ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2005,BAHÇELİEVLER,40177,BAHÇELİEVLER,28.88296925,41.00227299
BİRİKİM PETROL ÜRÜN.OTO.YED.PAR.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1886,BAYRAMPAŞA,40203,CEVATPAŞA,28.88672428,41.07299288
ŞENLİ PETROL LTD.ŞTİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1185,BEYKOZ,40246,GÖZTEPE,29.07702496,41.08110132
GÖKKUŞAĞI PETROL İNŞAAT TURİZM TİCARET VE SAN.LTD.ŞTİ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1327,FATİH,99142,ZEYREK,28.95443025,41.01876263
SHELL PETROL AŞ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2016,ESENLER,40348,BİRLİK,28.86634702,41.05385238
BEREN PETROL TUR.AŞ.,1,Akaryakıt,22,KadOil,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40940,SELİMPAŞA,28.32098610,41.06504724
DEMİRLİ PETROLCÜLÜK İNŞAAT TAAHHÜT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1835,PENDİK,40644,ÇINARDERE,29.23603291,40.89040395
LİTROS PETROL ÜRÜNLERİ VE OTOMOTİV SANAYİ VE TİCARET ANONİM ŞİRKETİ,1,Akaryakıt,15,Total,42,Totalgaz,1,Aktif,2051,BEYLİKDÜZÜ,40893,MARMARA,28.68256861,40.98186429
DOST PETROL SAN.VE TİC.A.Ş.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1183,BEŞİKTAŞ,40230,NİSBETİYE,29.01594593,41.07384915
BP PETROLLERİ AŞ.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40211,KARTALTEPE,28.89676411,41.05569525
OSMANLI PETROL NAKLİYAT SAN VE TİC LTD ŞTİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2048,ARNAVUTKÖY,40912,HASTANE,28.61693973,41.15255923
S.S.BİNKILIÇ VE CİVAR KÖYLERİ TARIM.KALK.KOOP.,2,Akaryakıt Lpg,14,Termopet Akaryakıt,25,İpragaz,1,Aktif,1237,ÇATALCA,40903,ATATÜRK,28.18547550,41.41019550
